,index,Result,FNL,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,BPC,BPW,NPA,NPW,TPW,ST1,ST2,ST3,ST4,ST5
1257,61,1,3.0,61,71,39,35,4.0,7.0,52.0,49.0,6.0,15.0,21.0,31.0,179.0,4.0,6.0,6.0,2.0,1.0
1258,62,0,0.0,61,46,39,25,7.0,2.0,32.0,38.0,1.0,2.0,15.0,26.0,99.0,6.0,4.0,5.0,,
1259,63,1,3.0,62,30,38,18,3.0,,54.0,33.0,7.0,14.0,19.0,30.0,88.0,6.0,6.0,6.0,,
1260,64,0,2.0,65,75,35,37,5.0,4.0,55.0,38.0,7.0,16.0,22.0,34.0,183.0,6.0,5.0,7.0,6.0,4.0
1261,65,1,3.0,62,45,38,14,8.0,6.0,39.0,28.0,7.0,12.0,9.0,15.0,107.0,6.0,7.0,6.0,,
1262,66,0,1.0,56,37,44,19,2.0,4.0,23.0,39.0,2.0,5.0,8.0,14.0,89.0,7.0,1.0,1.0,1.0,
1263,67,1,3.0,51,32,49,23,8.0,3.0,32.0,15.0,5.0,7.0,5.0,5.0,92.0,6.0,6.0,6.0,,
1264,68,1,3.0,56,61,44,35,14.0,2.0,57.0,56.0,10.0,23.0,20.0,37.0,180.0,4.0,7.0,6.0,6.0,6.0
1265,69,1,3.0,64,50,36,17,11.0,4.0,59.0,41.0,4.0,8.0,21.0,28.0,101.0,6.0,7.0,6.0,,
1266,70,0,0.0,61,41,39,25,1.0,2.0,24.0,35.0,1.0,1.0,21.0,29.0,83.0,6.0,4.0,3.0,,
1267,71,1,3.0,60,31,40,15,3.0,2.0,29.0,21.0,8.0,15.0,8.0,13.0,96.0,6.0,6.0,6.0,,
1268,72,0,1.0,66,58,34,24,10.0,3.0,31.0,41.0,1.0,3.0,11.0,18.0,112.0,6.0,3.0,4.0,4.0,
1269,73,1,3.0,68,69,32,26,14.0,3.0,58.0,37.0,5.0,11.0,14.0,19.0,148.0,6.0,6.0,7.0,6.0,
1270,74,0,1.0,61,59,39,32,14.0,4.0,44.0,26.0,2.0,7.0,28.0,56.0,127.0,5.0,6.0,6.0,2.0,
1271,75,1,3.0,46,36,54,30,9.0,6.0,41.0,45.0,5.0,12.0,11.0,14.0,95.0,6.0,6.0,6.0,,
1272,76,0,2.0,63,64,37,37,7.0,5.0,46.0,40.0,3.0,9.0,19.0,32.0,157.0,0.0,6.0,7.0,6.0,3.0
1273,77,1,3.0,62,67,38,28,12.0,4.0,52.0,29.0,8.0,14.0,8.0,16.0,157.0,6.0,4.0,6.0,6.0,6.0
1274,78,0,1.0,60,55,40,22,3.0,6.0,52.0,69.0,4.0,12.0,26.0,38.0,132.0,7.0,4.0,6.0,2.0,
1275,79,1,3.0,59,32,41,14,9.0,3.0,39.0,15.0,8.0,13.0,6.0,9.0,92.0,6.0,6.0,6.0,,
1276,80,1,3.0,65,41,35,18,2.0,1.0,22.0,28.0,5.0,14.0,15.0,21.0,102.0,6.0,7.0,6.0,,
1277,81,1,3.0,60,48,40,28,5.0,7.0,59.0,47.0,6.0,14.0,25.0,44.0,124.0,6.0,4.0,6.0,6.0,
1278,82,0,0.0,62,46,38,16,4.0,3.0,25.0,26.0,0.0,8.0,17.0,24.0,90.0,2.0,6.0,4.0,,
1279,83,1,3.0,63,45,37,19,4.0,5.0,43.0,56.0,11.0,23.0,16.0,19.0,135.0,6.0,5.0,6.0,6.0,
1280,84,0,0.0,75,46,25,8,1.0,2.0,23.0,26.0,4.0,6.0,9.0,24.0,82.0,6.0,2.0,4.0,,
1281,85,1,3.0,74,60,26,17,7.0,4.0,34.0,36.0,4.0,11.0,5.0,11.0,131.0,6.0,7.0,2.0,6.0,
1282,86,0,1.0,56,30,44,25,6.0,5.0,32.0,57.0,4.0,7.0,15.0,28.0,90.0,6.0,3.0,3.0,3.0,
1283,87,1,3.0,64,82,36,38,9.0,1.0,49.0,52.0,5.0,20.0,21.0,32.0,194.0,7.0,6.0,3.0,5.0,8.0
1284,88,0,1.0,57,55,43,30,2.0,5.0,48.0,48.0,3.0,11.0,17.0,32.0,136.0,3.0,7.0,5.0,4.0,
1285,89,1,3.0,65,81,35,37,15.0,2.0,61.0,52.0,5.0,18.0,39.0,56.0,183.0,5.0,6.0,6.0,6.0,8.0
1286,90,0,0.0,54,39,46,22,4.0,6.0,25.0,34.0,1.0,7.0,18.0,26.0,96.0,6.0,2.0,5.0,,
1287,91,1,2.0,67,33,33,9,6.0,0.0,24.0,10.0,3.0,5.0,5.0,6.0,66.0,6.0,6.0,,,
1288,92,1,3.0,49,37,51,29,5.0,3.0,37.0,33.0,5.0,10.0,17.0,19.0,103.0,6.0,7.0,6.0,,
1289,93,0,0.0,57,26,43,12,1.0,4.0,10.0,34.0,0.0,1.0,3.0,7.0,58.0,2.0,0.0,2.0,,
1290,94,1,3.0,65,42,35,22,7.0,0.0,38.0,21.0,4.0,4.0,8.0,11.0,98.0,6.0,6.0,7.0,,
1291,95,0,2.0,58,60,42,21,9.0,7.0,61.0,50.0,7.0,14.0,21.0,33.0,134.0,6.0,3.0,6.0,6.0,2.0
1292,96,0,0.0,59,43,41,27,6.0,4.0,34.0,56.0,2.0,9.0,20.0,29.0,115.0,6.0,4.0,5.0,,
1293,97,0,0.0,65,35,35,10,3.0,3.0,17.0,34.0,0.0,2.0,15.0,21.0,60.0,1.0,2.0,5.0,,
1294,98,1,3.0,66,41,34,17,1.0,4.0,35.0,30.0,7.0,19.0,14.0,20.0,111.0,6.0,7.0,6.0,,
1295,99,1,3.0,69,54,31,19,8.0,2.0,31.0,15.0,3.0,12.0,10.0,12.0,126.0,7.0,7.0,6.0,,
1296,100,1,3.0,69,50,31,12,19.0,2.0,43.0,20.0,5.0,13.0,12.0,14.0,107.0,7.0,6.0,6.0,,
1297,101,1,3.0,70,74,30,30,4.0,2.0,50.0,52.0,6.0,17.0,28.0,40.0,170.0,2.0,6.0,6.0,7.0,6.0
1298,102,1,3.0,68,40,32,19,5.0,3.0,27.0,18.0,5.0,10.0,17.0,31.0,101.0,6.0,6.0,6.0,,
1299,103,0,1.0,61,58,39,23,6.0,10.0,37.0,46.0,1.0,5.0,19.0,31.0,116.0,3.0,7.0,3.0,3.0,
1300,104,1,3.0,63,53,37,23,1.0,5.0,27.0,34.0,8.0,19.0,14.0,27.0,137.0,6.0,6.0,6.0,6.0,
1301,105,0,0.0,67,47,33,26,3.0,2.0,47.0,59.0,3.0,11.0,17.0,31.0,111.0,6.0,4.0,4.0,,
1302,106,0,0.0,49,28,51,25,5.0,5.0,22.0,22.0,0.0,3.0,10.0,20.0,77.0,4.0,4.0,3.0,,
1303,107,1,3.0,78,132,22,24,27.0,0.0,92.0,58.0,2.0,13.0,52.0,80.0,213.0,5.0,6.0,6.0,7.0,8.0
1304,108,1,3.0,59,43,41,20,6.0,1.0,40.0,23.0,6.0,9.0,19.0,32.0,105.0,6.0,7.0,6.0,,
1305,109,0,0.0,69,33,31,9,0.0,2.0,18.0,48.0,1.0,5.0,8.0,12.0,61.0,2.0,2.0,3.0,,
1306,110,1,3.0,64,56,36,23,9.0,2.0,60.0,56.0,6.0,14.0,25.0,35.0,147.0,6.0,4.0,2.0,6.0,6.0
1307,111,0,0.0,62,34,38,15,5.0,1.0,20.0,27.0,0.0,3.0,19.0,28.0,70.0,3.0,3.0,3.0,,
1308,112,1,3.0,52,28,48,24,1.0,3.0,28.0,11.0,6.0,17.0,9.0,12.0,97.0,6.0,6.0,6.0,,
1309,113,0,2.0,63,71,37,31,7.0,1.0,69.0,67.0,6.0,13.0,19.0,30.0,165.0,7.0,6.0,4.0,4.0,4.0
1310,114,0,2.0,60,87,40,38,10.0,2.0,57.0,46.0,2.0,11.0,37.0,53.0,178.0,7.0,6.0,4.0,5.0,6.0
1311,115,0,0.0,65,27,35,15,0.0,1.0,14.0,39.0,0.0,4.0,8.0,16.0,65.0,4.0,1.0,3.0,,
1312,116,0,0.0,63,16,37,12,0.0,3.0,17.0,32.0,2.0,6.0,13.0,21.0,54.0,1.0,1.0,3.0,,
1313,117,0,1.0,55,48,45,28,4.0,3.0,48.0,48.0,2.0,13.0,17.0,24.0,123.0,6.0,3.0,4.0,4.0,
1314,118,0,0.0,67,39,33,14,0.0,3.0,25.0,34.0,2.0,3.0,15.0,30.0,73.0,5.0,3.0,3.0,,
1315,119,1,3.0,47,25,53,22,1.0,3.0,26.0,18.0,7.0,12.0,13.0,15.0,84.0,6.0,6.0,6.0,,
1316,120,0,0.0,60,30,40,12,3.0,4.0,23.0,40.0,1.0,5.0,16.0,30.0,64.0,2.0,3.0,1.0,,
1317,121,0,0.0,60,48,40,21,4.0,5.0,19.0,34.0,2.0,2.0,2.0,17.0,84.0,3.0,6.0,5.0,,
1318,122,0,0.0,58,37,42,17,6.0,3.0,31.0,56.0,2.0,5.0,7.0,16.0,84.0,1.0,6.0,2.0,,
1319,123,1,3.0,64,73,36,35,6.0,3.0,61.0,44.0,8.0,16.0,15.0,26.0,177.0,6.0,3.0,6.0,6.0,9.0
1320,124,0,0.0,62,31,38,8,1.0,5.0,22.0,35.0,3.0,12.0,10.0,14.0,72.0,3.0,2.0,3.0,,
1321,0,1,2.0,68,25,32,8,4.0,0.0,25.0,19.0,4.0,6.0,3.0,5.0,57.0,6.0,6.0,,,
1322,1,0,0.0,66,28,34,6,1.0,2.0,13.0,21.0,1.0,3.0,4.0,8.0,48.0,1.0,6.0,,,
1323,2,0,0.0,76,35,24,6,0.0,3.0,20.0,25.0,0.0,4.0,14.0,20.0,56.0,4.0,1.0,,,
1324,3,1,2.0,63,27,37,9,0.0,3.0,24.0,29.0,8.0,13.0,5.0,8.0,78.0,6.0,6.0,,,
1325,4,1,2.0,65,22,35,10,,2.0,9.0,16.0,5.0,7.0,1.0,4.0,61.0,6.0,7.0,,,
1326,5,0,0.0,72,28,28,9,,5.0,21.0,17.0,3.0,8.0,5.0,9.0,64.0,6.0,1.0,,,
1327,6,0,0.0,69,11,31,6,1.0,1.0,7.0,13.0,1.0,5.0,2.0,6.0,30.0,3.0,0.0,,,
1328,7,0,0.0,55,12,45,7,1.0,3.0,16.0,35.0,3.0,7.0,0.0,2.0,46.0,1.0,4.0,,,
1329,8,1,2.0,59,19,41,12,1.0,0.0,21.0,18.0,5.0,8.0,7.0,10.0,60.0,6.0,6.0,,,
1330,9,0,0.0,72,22,28,5,0.0,0.0,18.0,16.0,2.0,9.0,4.0,7.0,49.0,0.0,5.0,,,
1331,10,1,2.0,69,49,31,13,7.0,7.0,46.0,25.0,3.0,7.0,11.0,17.0,99.0,4.0,7.0,6.0,,
1332,11,0,0.0,68,38,32,17,1.0,2.0,26.0,32.0,2.0,6.0,14.0,23.0,80.0,4.0,6.0,,,
1333,12,0,1.0,67,53,33,19,4.0,1.0,35.0,43.0,6.0,16.0,11.0,17.0,130.0,6.0,6.0,7.0,,
1334,13,0,1.0,59,39,41,22,1.0,8.0,34.0,66.0,4.0,10.0,9.0,12.0,102.0,6.0,6.0,2.0,,
1335,14,0,0.0,53,24,47,8,1.0,11.0,23.0,30.0,1.0,4.0,3.0,8.0,57.0,4.0,2.0,,,
1336,15,0,1.0,56,27,44,12,1.0,7.0,33.0,32.0,6.0,13.0,11.0,15.0,87.0,3.0,6.0,2.0,,
1337,16,1,2.0,70,31,30,6,4.0,1.0,21.0,13.0,4.0,8.0,8.0,10.0,63.0,6.0,6.0,,,
1338,17,1,2.0,83,28,17,5,1.0,1.0,19.0,13.0,5.0,11.0,5.0,7.0,62.0,6.0,6.0,,,
1339,18,1,2.0,56,23,44,15,,2.0,17.0,15.0,4.0,11.0,4.0,6.0,71.0,6.0,6.0,,,
1340,19,0,0.0,60,19,40,8,,9.0,20.0,45.0,3.0,8.0,4.0,8.0,58.0,5.0,2.0,,,
1341,20,1,2.0,45,31,55,23,5.0,9.0,34.0,28.0,6.0,8.0,21.0,28.0,92.0,2.0,6.0,6.0,,
1342,21,1,2.0,57,26,43,14,4.0,5.0,29.0,20.0,5.0,10.0,5.0,8.0,79.0,6.0,7.0,,,
1343,22,1,2.0,65,23,35,9,3.0,1.0,27.0,16.0,5.0,12.0,12.0,14.0,65.0,6.0,6.0,,,
1344,23,0,1.0,62,42,38,16,1.0,9.0,57.0,42.0,7.0,16.0,9.0,13.0,131.0,6.0,6.0,5.0,,
1345,24,1,2.0,51,19,49,12,2.0,4.0,24.0,14.0,5.0,11.0,3.0,5.0,60.0,6.0,6.0,,,
1346,25,0,1.0,57,31,43,18,5.0,7.0,38.0,45.0,6.0,10.0,11.0,21.0,97.0,5.0,6.0,1.0,,
1347,26,0,1.0,67,44,33,17,4.0,2.0,38.0,24.0,3.0,8.0,9.0,18.0,91.0,4.0,6.0,4.0,,
1348,27,1,2.0,70,32,30,8,2.0,3.0,17.0,33.0,5.0,6.0,0.0,2.0,80.0,7.0,6.0,,,
1349,28,1,2.0,64,30,36,14,0.0,5.0,23.0,22.0,7.0,12.0,10.0,11.0,84.0,6.0,3.0,6.0,,
1350,29,1,2.0,49,25,51,21,3.0,4.0,35.0,30.0,6.0,15.0,13.0,19.0,89.0,6.0,4.0,6.0,,
1351,30,0,0.0,47,12,53,14,1.0,2.0,8.0,14.0,2.0,6.0,4.0,11.0,51.0,4.0,1.0,,,
1352,31,0,0.0,57,18,43,7,,0.0,12.0,21.0,4.0,12.0,1.0,1.0,57.0,3.0,4.0,,,
1353,32,1,2.0,85,18,15,3,,0.0,14.0,15.0,7.0,9.0,3.0,7.0,52.0,6.0,6.0,,,
1354,33,1,2.0,58,22,42,16,3.0,2.0,16.0,13.0,4.0,7.0,0.0,1.0,61.0,6.0,6.0,,,
1355,34,0,0.0,78,22,22,5,2.0,1.0,15.0,23.0,3.0,3.0,3.0,9.0,50.0,2.0,5.0,,,
1356,35,0,0.0,70,29,30,10,1.0,0.0,7.0,14.0,1.0,6.0,4.0,4.0,60.0,3.0,4.0,,,
1357,36,1,2.0,63,31,37,17,0.0,2.0,41.0,22.0,7.0,13.0,19.0,20.0,92.0,3.0,6.0,6.0,,
1358,37,1,2.0,58,26,42,15,5.0,1.0,21.0,18.0,2.0,6.0,9.0,10.0,60.0,6.0,6.0,,,
1359,38,0,0.0,62,16,38,9,0.0,2.0,10.0,11.0,1.0,4.0,7.0,12.0,46.0,3.0,2.0,,,
1360,39,1,2.0,52,40,48,21,4.0,6.0,21.0,36.0,6.0,9.0,3.0,5.0,103.0,3.0,7.0,6.0,,
1361,40,1,2.0,54,37,46,24,3.0,3.0,27.0,36.0,4.0,10.0,6.0,14.0,100.0,6.0,3.0,6.0,,
1362,41,1,2.0,68,29,32,9,,7.0,26.0,36.0,6.0,15.0,6.0,9.0,72.0,7.0,6.0,,,
1363,42,0,0.0,55,29,45,19,1.0,2.0,29.0,37.0,2.0,9.0,5.0,10.0,84.0,6.0,4.0,,,
1364,43,1,2.0,76,41,24,13,0.0,2.0,13.0,18.0,5.0,9.0,5.0,6.0,90.0,7.0,6.0,,,
1365,44,0,1.0,65,38,35,13,,6.0,58.0,66.0,10.0,15.0,30.0,47.0,121.0,6.0,7.0,4.0,,
1366,45,0,0.0,57,17,43,8,1.0,5.0,7.0,24.0,3.0,6.0,1.0,5.0,47.0,5.0,1.0,,,
1367,46,0,0.0,63,21,37,7,1.0,3.0,12.0,13.0,3.0,7.0,2.0,4.0,56.0,3.0,4.0,,,
1368,47,0,0.0,56,15,44,7,1.0,4.0,17.0,24.0,1.0,2.0,2.0,10.0,32.0,1.0,1.0,,,
1369,48,1,2.0,54,31,46,20,2.0,1.0,19.0,14.0,3.0,12.0,5.0,7.0,81.0,7.0,6.0,,,
1370,49,0,1.0,70,52,30,10,2.0,3.0,31.0,39.0,5.0,9.0,7.0,13.0,106.0,6.0,6.0,4.0,,
1371,50,1,2.0,61,30,39,19,2.0,2.0,40.0,24.0,8.0,16.0,16.0,28.0,99.0,6.0,4.0,6.0,,
1372,51,0,0.0,56,15,44,8,3.0,2.0,12.0,44.0,1.0,6.0,0.0,0.0,38.0,1.0,2.0,,,
1373,52,0,0.0,70,25,30,11,1.0,1.0,20.0,20.0,3.0,6.0,6.0,11.0,56.0,4.0,2.0,,,
1374,53,1,2.0,73,19,27,6,2.0,0.0,14.0,13.0,6.0,12.0,8.0,9.0,59.0,6.0,6.0,,,
1375,54,1,2.0,80,31,20,5,1.0,0.0,28.0,20.0,3.0,7.0,7.0,7.0,59.0,6.0,6.0,,,
1376,55,0,0.0,56,18,44,5,4.0,6.0,25.0,39.0,2.0,5.0,1.0,6.0,43.0,3.0,2.0,,,
1377,56,1,2.0,60,20,40,12,0.0,2.0,10.0,10.0,4.0,5.0,6.0,6.0,58.0,6.0,6.0,,,
1378,57,0,1.0,69,34,31,17,1.0,1.0,31.0,19.0,7.0,10.0,10.0,15.0,92.0,6.0,4.0,5.0,,
1379,58,0,0.0,62,11,38,3,,4.0,4.0,25.0,1.0,7.0,0.0,0.0,32.0,0.0,2.0,,,
1380,59,0,1.0,72,46,28,11,2.0,5.0,32.0,38.0,7.0,12.0,9.0,14.0,104.0,6.0,6.0,4.0,,
1381,60,1,2.0,65,40,35,21,3.0,3.0,22.0,37.0,7.0,13.0,12.0,19.0,108.0,5.0,7.0,6.0,,
1382,61,1,2.0,64,22,36,8,,1.0,25.0,11.0,6.0,6.0,12.0,14.0,61.0,6.0,6.0,,,
1383,62,1,2.0,60,29,40,13,4.0,2.0,19.0,21.0,2.0,4.0,3.0,6.0,64.0,6.0,6.0,,,
1384,63,0,0.0,58,11,42,6,0.0,3.0,4.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,,,
1385,64,1,2.0,52,19,48,11,1.0,4.0,23.0,23.0,4.0,6.0,8.0,9.0,56.0,6.0,4.0,,,
1386,65,1,2.0,73,26,27,7,0.0,0.0,20.0,14.0,7.0,9.0,3.0,5.0,65.0,6.0,6.0,,,
1387,66,1,2.0,75,26,25,5,1.0,,29.0,17.0,5.0,8.0,7.0,11.0,57.0,6.0,6.0,,,
1388,67,1,2.0,48,25,52,21,2.0,5.0,38.0,38.0,6.0,11.0,6.0,11.0,90.0,6.0,2.0,6.0,,
1389,68,1,2.0,75,40,25,6,0.0,4.0,26.0,22.0,2.0,10.0,14.0,17.0,74.0,6.0,6.0,,,
1390,69,0,0.0,54,13,46,8,0.0,7.0,12.0,29.0,1.0,2.0,9.0,15.0,34.0,3.0,0.0,,,
1391,70,1,2.0,57,22,43,15,1.0,1.0,30.0,25.0,5.0,13.0,10.0,13.0,69.0,7.0,6.0,,,
1392,71,0,0.0,73,22,27,5,0.0,3.0,9.0,18.0,3.0,5.0,4.0,4.0,49.0,4.0,3.0,,,
1393,72,1,2.0,63,24,37,7,1.0,6.0,26.0,26.0,6.0,11.0,14.0,18.0,67.0,6.0,6.0,,,
1394,73,0,0.0,53,13,47,10,0.0,2.0,10.0,30.0,1.0,7.0,7.0,10.0,42.0,1.0,3.0,,,
1395,74,0,1.0,53,33,47,13,1.0,5.0,33.0,40.0,6.0,17.0,27.0,41.0,98.0,1.0,6.0,3.0,,
1396,75,0,0.0,57,32,43,14,2.0,5.0,42.0,44.0,4.0,14.0,13.0,25.0,82.0,6.0,5.0,,,
1397,76,1,1.0,75,9,25,1,1.0,,7.0,4.0,1.0,1.0,5.0,6.0,18.0,3.0,,,,
1398,77,0,0.0,58,13,42,9,0.0,1.0,15.0,9.0,1.0,6.0,4.0,6.0,39.0,5.0,,,,
1399,78,0,0.0,74,26,26,7,0.0,3.0,18.0,38.0,5.0,8.0,9.0,11.0,72.0,4.0,6.0,,,
1400,79,1,2.0,54,35,46,18,3.0,3.0,32.0,37.0,7.0,14.0,5.0,5.0,97.0,5.0,6.0,6.0,,
1401,80,1,2.0,87,28,13,3,,0.0,22.0,7.0,6.0,10.0,9.0,11.0,59.0,6.0,6.0,,,
1402,81,0,0.0,74,17,26,5,0.0,1.0,6.0,17.0,2.0,8.0,1.0,4.0,45.0,4.0,0.0,,,
1403,82,1,2.0,63,41,37,14,1.0,2.0,32.0,31.0,5.0,8.0,10.0,14.0,98.0,3.0,6.0,6.0,,
1404,83,0,0.0,61,31,39,11,4.0,4.0,17.0,38.0,2.0,6.0,1.0,3.0,68.0,4.0,6.0,,,
1405,84,1,2.0,55,20,45,10,,1.0,18.0,10.0,5.0,8.0,2.0,2.0,58.0,6.0,6.0,,,
1406,85,1,2.0,72,42,28,14,0.0,3.0,35.0,41.0,7.0,17.0,15.0,19.0,105.0,4.0,6.0,6.0,,
1407,86,0,0.0,67,20,33,9,0.0,1.0,6.0,15.0,2.0,10.0,5.0,6.0,55.0,3.0,3.0,,,
1408,87,0,0.0,73,17,27,5,1.0,0.0,23.0,28.0,2.0,5.0,9.0,19.0,40.0,3.0,2.0,,,
1409,88,1,2.0,62,24,38,11,1.0,1.0,13.0,18.0,6.0,7.0,5.0,5.0,63.0,6.0,6.0,,,
1410,89,0,0.0,65,22,35,10,0.0,2.0,11.0,23.0,3.0,3.0,2.0,5.0,56.0,6.0,1.0,,,
1411,90,1,2.0,79,36,21,7,1.0,1.0,30.0,30.0,5.0,8.0,9.0,13.0,79.0,1.0,6.0,6.0,,
1412,91,1,2.0,68,34,32,8,3.0,1.0,33.0,32.0,3.0,7.0,2.0,5.0,72.0,7.0,6.0,,,
1413,92,1,2.0,56,35,44,18,1.0,1.0,19.0,15.0,4.0,5.0,20.0,26.0,86.0,6.0,4.0,6.0,,
1414,93,1,2.0,54,29,46,20,5.0,2.0,29.0,19.0,6.0,14.0,9.0,15.0,96.0,7.0,2.0,6.0,,
1415,94,1,2.0,54,27,46,14,1.0,1.0,20.0,22.0,4.0,5.0,3.0,5.0,60.0,6.0,6.0,,,
1416,95,0,0.0,53,16,47,9,2.0,3.0,14.0,14.0,0.0,0.0,3.0,5.0,32.0,1.0,2.0,,,
1417,96,1,2.0,57,22,43,13,3.0,8.0,25.0,34.0,8.0,8.0,4.0,7.0,76.0,6.0,7.0,,,
1418,97,1,2.0,78,58,22,11,2.0,2.0,30.0,33.0,5.0,6.0,9.0,12.0,102.0,6.0,6.0,6.0,,
1419,98,0,1.0,70,35,30,16,2.0,2.0,28.0,39.0,4.0,7.0,20.0,25.0,87.0,6.0,3.0,4.0,,
1420,99,1,2.0,51,24,49,12,4.0,5.0,13.0,18.0,5.0,11.0,3.0,5.0,73.0,6.0,7.0,,,
1421,100,1,2.0,69,40,31,11,0.0,10.0,41.0,31.0,9.0,20.0,23.0,32.0,99.0,4.0,6.0,6.0,,
1422,101,1,2.0,53,17,47,15,0.0,3.0,32.0,14.0,5.0,9.0,7.0,10.0,63.0,6.0,6.0,,,
1423,102,1,2.0,57,27,43,20,2.0,1.0,30.0,28.0,4.0,9.0,17.0,22.0,91.0,7.0,7.0,,,
1424,103,0,1.0,55,32,45,8,3.0,8.0,18.0,28.0,3.0,4.0,0.0,3.0,63.0,6.0,1.0,3.0,,
1425,104,1,2.0,89,34,11,2,1.0,0.0,14.0,7.0,5.0,7.0,5.0,8.0,64.0,6.0,6.0,,,
1426,105,1,2.0,72,39,28,8,3.0,1.0,21.0,29.0,5.0,10.0,7.0,9.0,82.0,6.0,7.0,,,
1427,106,1,2.0,73,32,27,8,5.0,3.0,23.0,21.0,4.0,10.0,2.0,3.0,68.0,6.0,6.0,,,
1428,107,0,0.0,62,24,38,12,1.0,2.0,24.0,48.0,1.0,3.0,14.0,18.0,56.0,3.0,4.0,,,
1429,108,1,2.0,65,47,35,19,2.0,3.0,24.0,24.0,5.0,10.0,3.0,4.0,110.0,6.0,6.0,6.0,,
1430,109,1,2.0,67,29,33,11,7.0,5.0,24.0,24.0,4.0,7.0,8.0,10.0,77.0,6.0,7.0,,,
1431,110,1,2.0,62,32,38,18,4.0,2.0,34.0,25.0,6.0,12.0,8.0,16.0,91.0,6.0,2.0,6.0,,
1432,111,0,0.0,56,13,44,6,0.0,6.0,3.0,19.0,0.0,3.0,3.0,7.0,33.0,0.0,2.0,,,
1433,112,1,2.0,63,25,37,12,1.0,1.0,17.0,20.0,4.0,12.0,5.0,5.0,72.0,6.0,6.0,,,
1434,113,1,2.0,70,22,30,8,2.0,2.0,11.0,15.0,6.0,10.0,6.0,7.0,62.0,6.0,6.0,,,
1435,114,1,2.0,88,28,12,3,1.0,1.0,19.0,14.0,7.0,12.0,10.0,12.0,61.0,6.0,6.0,,,
1436,115,1,2.0,64,31,36,14,1.0,6.0,13.0,25.0,4.0,11.0,10.0,17.0,80.0,7.0,6.0,,,
1437,116,1,2.0,91,57,9,4,,1.0,33.0,27.0,7.0,10.0,14.0,24.0,107.0,5.0,6.0,6.0,,
1438,117,0,0.0,50,19,50,15,1.0,9.0,29.0,33.0,2.0,5.0,8.0,17.0,59.0,2.0,4.0,,,
1439,118,0,1.0,75,44,25,13,0.0,2.0,37.0,31.0,4.0,13.0,10.0,15.0,100.0,4.0,6.0,3.0,,
1440,119,0,0.0,68,20,32,9,1.0,1.0,13.0,12.0,0.0,1.0,10.0,16.0,43.0,1.0,3.0,,,
1441,120,1,2.0,66,30,34,13,1.0,2.0,30.0,45.0,4.0,4.0,9.0,11.0,79.0,0.0,6.0,6.0,,
1442,121,1,2.0,78,32,22,4,0.0,2.0,25.0,18.0,5.0,11.0,13.0,14.0,73.0,7.0,6.0,,,
1443,122,1,2.0,84,41,16,3,0.0,0.0,30.0,25.0,6.0,7.0,16.0,24.0,80.0,6.0,7.0,,,
1444,123,0,1.0,77,28,23,7,1.0,1.0,19.0,24.0,4.0,9.0,3.0,6.0,75.0,1.0,6.0,3.0,,
1445,124,1,2.0,62,41,38,10,12.0,11.0,42.0,39.0,6.0,10.0,2.0,6.0,87.0,6.0,2.0,6.0,,
1446,125,0,0.0,80,10,20,1,0.0,,2.0,3.0,0.0,0.0,2.0,2.0,16.0,0.0,1.0,,,
1447,126,0,0.0,55,20,45,20,2.0,4.0,10.0,17.0,2.0,2.0,3.0,4.0,56.0,4.0,4.0,,,
1448,0,0,0.0,59,37,41,17,6.0,4.0,,,1.0,3.0,30.0,40.0,83.0,3.0,4.0,2.0,,
1449,1,0,0.0,56,37,44,15,18.0,8.0,,,0.0,1.0,,,71.0,3.0,3.0,4.0,,
1450,2,1,3.0,55,66,45,27,10.0,9.0,,,5.0,15.0,,,149.0,7.0,6.0,2.0,2.0,6.0
1451,3,1,3.0,55,52,45,27,16.0,3.0,,,6.0,9.0,,,121.0,7.0,4.0,6.0,6.0,
1452,4,0,1.0,61,63,39,30,8.0,2.0,,,0.0,3.0,,,123.0,7.0,2.0,3.0,3.0,
1453,5,1,3.0,71,72,29,26,6.0,1.0,,,3.0,11.0,30.0,48.0,151.0,6.0,6.0,7.0,7.0,
1454,6,1,3.0,59,65,41,38,2.0,7.0,,,11.0,26.0,,,187.0,7.0,6.0,6.0,5.0,6.0
1455,7,1,2.0,55,42,45,28,12.0,2.0,,,2.0,9.0,10.0,10.0,104.0,6.0,6.0,6.0,,
1456,8,1,3.0,49,58,51,43,10.0,12.0,,,4.0,14.0,,,160.0,3.0,6.0,1.0,7.0,6.0
1457,9,0,0.0,49,35,51,20,4.0,3.0,,,7.0,12.0,,,103.0,4.0,6.0,5.0,,
1458,10,0,0.0,57,28,43,10,7.0,2.0,,,1.0,4.0,,,65.0,3.0,2.0,2.0,,
1459,11,1,3.0,55,40,45,21,11.0,2.0,,,5.0,11.0,6.0,6.0,103.0,7.0,6.0,6.0,,
1460,12,0,1.0,59,44,41,27,7.0,3.0,,,3.0,9.0,34.0,53.0,119.0,3.0,7.0,3.0,2.0,
1461,13,1,3.0,64,68,36,34,14.0,3.0,,,3.0,4.0,,,154.0,7.0,3.0,7.0,7.0,
1462,14,1,3.0,68,71,32,28,9.0,2.0,,,5.0,17.0,28.0,41.0,173.0,6.0,3.0,4.0,7.0,6.0
