,Player1,Player2,Round,Result,FNL.1,FNL.2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
55,Guillermo Garcia-Lopez,Juan Martin Del Potro,1,0,1.0,3.0,48,57,52,45,13.0,3.0,,,1.0,4.0,22.0,32.0,133.0,3.0,7.0,4.0,6.0,,62,62,38,31,13.0,4.0,,,4.0,13.0,26.0,29.0,163.0,6.0,6.0,6.0,7.0,
56,Andy Murray,Michael Llodra,1,1,3.0,0.0,67,36,33,15,3.0,0.0,,,6.0,8.0,19.0,26.0,91.0,6.0,6.0,6.0,,,63,31,37,12,2.0,6.0,,,1.0,2.0,33.0,60.0,61.0,2.0,4.0,3.0,,
57,Victor Hanescu,Leonardo Mayer,1,0,1.0,3.0,67,72,33,29,5.0,1.0,,,3.0,13.0,,,156.0,6.0,4.0,6.0,6.0,,57,60,43,37,8.0,8.0,,,3.0,14.0,,,157.0,7.0,6.0,3.0,7.0,
58,Andreas Seppi,Xavier Malisse,1,1,3.0,1.0,59,62,41,24,12.0,4.0,,,5.0,10.0,,,138.0,6.0,3.0,7.0,7.0,,46,41,54,36,14.0,5.0,,,4.0,9.0,,,124.0,3.0,6.0,5.0,5.0,
59,Lukas Lacko,Somdev Devvarman,1,0,2.0,3.0,50,48,50,29,11.0,6.0,,,5.0,12.0,10.0,16.0,133.0,6.0,1.0,2.0,6.0,4.0,56,60,44,31,5.0,3.0,,,8.0,12.0,27.0,29.0,151.0,4.0,6.0,6.0,4.0,6.0
60,Stanislas Wawrinka,Radek Stepanek,1,1,3.0,0.0,51,32,49,27,7.0,2.0,,,6.0,13.0,11.0,18.0,103.0,7.0,6.0,6.0,,,66,37,34,16,1.0,3.0,,,3.0,7.0,37.0,64.0,88.0,6.0,3.0,2.0,,
61,James Blake,Ivo Karlovic,1,0,2.0,3.0,64,82,36,36,9.0,6.0,,,4.0,11.0,35.0,46.0,170.0,7.0,6.0,4.0,6.0,6.0,63,90,37,29,38.0,8.0,,,3.0,11.0,48.0,81.0,167.0,6.0,3.0,6.0,7.0,7.0
62,Marcos Baghdatis,Go Soeda,1,1,3.0,0.0,60,34,40,20,16.0,3.0,,,5.0,10.0,5.0,8.0,89.0,6.0,6.0,6.0,,,54,30,46,15,0.0,5.0,,,0.0,1.0,10.0,15.0,63.0,4.0,3.0,1.0,,
63,Daniel Brands,Kevin Anderson,1,0,1.0,3.0,59,58,41,20,10.0,6.0,,,1.0,6.0,16.0,27.0,113.0,5.0,6.0,2.0,3.0,,53,50,47,35,20.0,6.0,,,4.0,15.0,21.0,27.0,126.0,7.0,4.0,6.0,6.0,
64,Richard Gasquet,Stephane Robert,1,1,3.0,0.0,58,50,42,22,8.0,6.0,,,6.0,12.0,14.0,23.0,112.0,6.0,7.0,7.0,,,53,35,47,19,8.0,5.0,,,3.0,10.0,20.0,29.0,97.0,3.0,5.0,5.0,,
65,Guillaume Rufin,Dmitry Tursunov,1,0,0.0,2.0,43,14,57,12,4.0,1.0,,,1.0,8.0,,,48.0,6.0,1.0,,,,58,24,42,13,3.0,3.0,,,1.0,2.0,,,51.0,7.0,1.0,,,
66,Feliciano Lopez,Bradley Klahn,1,1,3.0,1.0,52,59,48,38,23.0,10.0,,,4.0,9.0,19.0,29.0,141.0,6.0,7.0,4.0,7.0,,71,69,29,18,17.0,3.0,,,3.0,9.0,24.0,39.0,140.0,4.0,6.0,6.0,5.0,
67,Pablo Andujar,Milos Raonic,1,0,0.0,3.0,64,32,36,17,2.0,5.0,,,1.0,7.0,10.0,19.0,79.0,1.0,2.0,4.0,,,63,44,37,12,9.0,2.0,,,6.0,18.0,33.0,56.0,102.0,6.0,6.0,6.0,,
68,Maximo Gonzalez,Jack Sock,1,0,1.0,3.0,68,51,32,17,3.0,4.0,,,4.0,10.0,14.0,25.0,104.0,6.0,6.0,5.0,2.0,,62,54,38,25,7.0,9.0,,,4.0,7.0,22.0,28.0,116.0,7.0,1.0,7.0,6.0,
69,Dudi Sela,Janko Tipsarevic,1,0,0.0,3.0,62,30,38,10,1.0,7.0,,,2.0,13.0,,,74.0,4.0,4.0,1.0,,,44,32,56,31,3.0,3.0,,,7.0,11.0,,,102.0,6.0,6.0,6.0,,
70,Andreas Haider-Maurer,Mikhail Kukushkin,1,0,0.0,3.0,60,45,40,17,7.0,5.0,,,0.0,5.0,,,91.0,4.0,4.0,5.0,,,57,42,43,29,7.0,0.0,,,3.0,3.0,,,105.0,6.0,6.0,7.0,,
71,Roberto Bautista Agut,David Ferrer,1,0,1.0,3.0,62,42,38,20,2.0,5.0,,,3.0,8.0,21.0,24.0,104.0,3.0,7.0,1.0,2.0,,59,48,41,29,10.0,3.0,,,8.0,16.0,19.0,29.0,135.0,6.0,6.0,6.0,6.0,
72,Roger Federer,Carlos Berlocq,1,1,3.0,0.0,52,27,48,22,6.0,2.0,,,7.0,13.0,28.0,40.0,94.0,6.0,6.0,6.0,,,84,36,16,2,1.0,2.0,,,1.0,3.0,7.0,17.0,58.0,3.0,2.0,1.0,,
73,Adrian Mannarino,Sam Querrey,1,1,3.0,1.0,55,68,45,41,13.0,3.0,,,2.0,6.0,28.0,45.0,157.0,7.0,7.0,6.0,6.0,,58,77,42,34,25.0,7.0,,,1.0,8.0,15.0,24.0,150.0,6.0,6.0,7.0,4.0,
74,Tommy Robredo,Frank Dancevic,1,1,3.0,0.0,64,39,36,12,9.0,3.0,,,7.0,11.0,9.0,15.0,92.0,6.0,6.0,6.0,,,65,34,35,10,4.0,3.0,,,2.0,10.0,23.0,43.0,65.0,4.0,4.0,1.0,,
75,Bernard Tomic,Daniel Evans,1,0,1.0,3.0,62,47,38,23,8.0,2.0,,,6.0,11.0,18.0,25.0,117.0,6.0,3.0,6.0,3.0,,56,43,44,27,9.0,7.0,,,6.0,15.0,32.0,40.0,125.0,1.0,6.0,7.0,6.0,
76,John Isner,Gael Monfils,1,1,3.0,1.0,70,71,30,21,23.0,2.0,,,3.0,9.0,37.0,63.0,130.0,7.0,6.0,4.0,7.0,,83,74,17,11,7.0,3.0,,,1.0,7.0,9.0,16.0,120.0,5.0,2.0,6.0,6.0,
77,Edouard Roger-Vasselin,Philipp Kohlschreiber,1,0,1.0,3.0,61,48,39,25,3.0,3.0,,,3.0,3.0,25.0,41.0,102.0,3.0,2.0,7.0,2.0,,58,44,42,26,13.0,2.0,,,7.0,23.0,14.0,20.0,130.0,6.0,6.0,5.0,6.0,
78,Ivan Dodig,Nikolay Davydenko,1,1,3.0,0.0,66,45,34,14,16.0,0.0,,,5.0,10.0,,,93.0,6.0,6.0,6.0,,,51,25,49,18,2.0,4.0,,,1.0,6.0,,,67.0,1.0,4.0,4.0,,
79,Rogerio Dutra Silva,Rafael Nadal,1,0,0.0,3.0,58,21,42,12,2.0,5.0,,,0.0,1.0,4.0,12.0,46.0,2.0,1.0,0.0,,,69,30,31,11,3.0,0.0,,,8.0,14.0,9.0,10.0,84.0,6.0,6.0,6.0,,
80,Novak Djokovic,Benjamin Becker,1,1,3.0,0.0,74,48,26,11,13.0,2.0,,,5.0,14.0,15.0,22.0,102.0,7.0,6.0,6.0,,,59,33,41,19,6.0,4.0,,,1.0,1.0,6.0,10.0,73.0,6.0,2.0,2.0,,
81,Jarkko Nieminen,Joao Sousa,1,0,2.0,3.0,64,65,36,25,9.0,9.0,,,5.0,12.0,,,138.0,6.0,3.0,6.0,3.0,4.0,63,66,37,23,6.0,3.0,,,4.0,11.0,,,145.0,1.0,6.0,3.0,6.0,6.0
82,Alex Bogomolov Jr.,Tim Smyczek,1,0,2.0,3.0,69,87,31,30,8.0,9.0,,,6.0,14.0,24.0,33.0,173.0,6.0,6.0,6.0,4.0,4.0,63,73,37,26,21.0,3.0,,,5.0,16.0,28.0,44.0,169.0,3.0,7.0,2.0,6.0,6.0
83,Marcel Granollers,Rajeev Ram,1,1,3.0,2.0,62,63,38,28,14.0,4.0,,,6.0,11.0,25.0,42.0,145.0,3.0,4.0,6.0,6.0,7.0,66,66,34,22,11.0,2.0,,,4.0,10.0,45.0,79.0,127.0,6.0,6.0,2.0,3.0,5.0
84,Tommy Haas,Yen-Hsun Lu,1,1,3.0,0.0,60,51,40,20,15.0,9.0,,,6.0,10.0,15.0,20.0,118.0,6.0,6.0,7.0,,,68,44,32,13,4.0,5.0,,,4.0,13.0,11.0,23.0,101.0,3.0,4.0,6.0,,
85,Alexandr Dolgopolov,Mikhail Youzhny,1,0,0.0,3.0,53,35,47,19,10.0,4.0,,,2.0,9.0,,,84.0,5.0,1.0,3.0,,,52,33,48,23,8.0,3.0,,,7.0,19.0,,,104.0,7.0,6.0,6.0,,
86,Evgeny Donskoy,Peter Gojowczyk,1,1,3.0,2.0,55,63,45,34,9.0,2.0,,,5.0,17.0,,,155.0,6.0,6.0,3.0,4.0,6.0,55,67,45,30,15.0,8.0,,,4.0,10.0,,,151.0,3.0,4.0,6.0,6.0,3.0
87,Lleyton Hewitt,Juan Martin Del Potro,1,1,3.0,2.0,50,56,50,38,10.0,7.0,,,8.0,18.0,32.0,50.0,160.0,6.0,5.0,3.0,7.0,6.0,57,57,43,39,11.0,8.0,,,6.0,11.0,21.0,36.0,151.0,4.0,7.0,6.0,6.0,1.0
88,Andy Murray,Leonardo Mayer,1,1,3.0,1.0,57,41,43,35,5.0,3.0,,,5.0,9.0,17.0,26.0,117.0,7.0,6.0,3.0,6.0,,63,40,37,16,6.0,5.0,,,1.0,9.0,29.0,50.0,87.0,5.0,1.0,6.0,1.0,
89,Donald Young,Florian Mayer,1,0,0.0,3.0,62,42,38,20,5.0,8.0,,,3.0,13.0,31.0,54.0,109.0,5.0,3.0,4.0,,,57,48,43,21,10.0,6.0,,,7.0,21.0,18.0,26.0,126.0,7.0,6.0,6.0,,
90,Andreas Seppi,Somdev Devvarman,1,1,3.0,0.0,52,48,48,27,5.0,7.0,,,7.0,13.0,23.0,33.0,123.0,7.0,6.0,7.0,,,56,41,44,24,7.0,4.0,,,5.0,18.0,13.0,22.0,114.0,6.0,4.0,5.0,,
91,Tobias Kamke,Denis Istomin,1,0,0.0,3.0,46,19,54,23,3.0,5.0,,,2.0,2.0,,,62.0,4.0,2.0,2.0,,,46,24,54,21,6.0,3.0,,,7.0,13.0,,,82.0,6.0,6.0,6.0,,
92,Stanislas Wawrinka,Ivo Karlovic,1,1,3.0,0.0,60,51,40,25,9.0,5.0,,,3.0,7.0,25.0,36.0,111.0,7.0,7.0,6.0,,,63,52,37,21,12.0,6.0,,,1.0,2.0,37.0,59.0,98.0,5.0,6.0,4.0,,
93,Marcos Baghdatis,Kevin Anderson,1,1,3.0,0.0,43,24,57,24,10.0,6.0,,,6.0,12.0,6.0,8.0,82.0,6.0,6.0,6.0,,,64,27,36,11,7.0,4.0,,,0.0,0.0,4.0,14.0,53.0,2.0,2.0,2.0,,
94,Julien Benneteau,Jeremy Chardy,1,1,3.0,0.0,58,39,42,18,9.0,2.0,,,7.0,12.0,14.0,21.0,98.0,6.0,6.0,6.0,,,57,29,43,13,11.0,9.0,,,3.0,9.0,12.0,22.0,76.0,4.0,3.0,4.0,,
95,Denis Kudla,Tomas Berdych,1,0,0.0,3.0,60,49,40,26,1.0,6.0,,,4.0,14.0,12.0,15.0,114.0,6.0,6.0,3.0,,,57,49,43,28,11.0,3.0,,,5.0,15.0,12.0,24.0,141.0,7.0,7.0,6.0,,
96,Richard Gasquet,Dmitry Tursunov,1,1,3.0,1.0,64,42,36,21,14.0,4.0,,,4.0,11.0,14.0,25.0,112.0,6.0,2.0,6.0,4.0,,53,46,47,24,25.0,4.0,,,3.0,7.0,12.0,21.0,99.0,3.0,6.0,4.0,2.0,
97,Feliciano Lopez,Milos Raonic,1,0,1.0,3.0,59,56,41,29,7.0,8.0,,,0.0,4.0,17.0,27.0,113.0,7.0,4.0,3.0,4.0,,67,66,33,19,28.0,6.0,,,4.0,8.0,23.0,38.0,134.0,6.0,6.0,6.0,6.0,
98,Jack Sock,Janko Tipsarevic,1,0,1.0,3.0,46,35,54,27,19.0,8.0,,,2.0,6.0,12.0,17.0,90.0,6.0,6.0,1.0,2.0,,56,46,44,33,18.0,2.0,,,4.0,8.0,14.0,19.0,116.0,3.0,7.0,6.0,6.0,
99,Mikhail Kukushkin,David Ferrer,1,0,1.0,3.0,51,50,49,27,4.0,3.0,,,6.0,8.0,15.0,27.0,112.0,4.0,3.0,6.0,4.0,,60,47,40,20,7.0,2.0,,,8.0,26.0,15.0,19.0,136.0,6.0,6.0,4.0,6.0,
100,Roger Federer,Adrian Mannarino,1,1,3.0,0.0,57,36,43,15,8.0,4.0,,,6.0,14.0,19.0,24.0,90.0,6.0,6.0,6.0,,,65,27,35,9,1.0,0.0,,,0.0,1.0,9.0,18.0,54.0,3.0,0.0,2.0,,
101,Tommy Robredo,Daniel Evans,1,1,3.0,1.0,60,58,40,25,11.0,5.0,,,7.0,14.0,22.0,37.0,150.0,7.0,6.0,4.0,7.0,,62,65,38,23,8.0,8.0,,,4.0,11.0,41.0,66.0,130.0,6.0,1.0,6.0,5.0,
102,John Isner,Philipp Kohlschreiber,1,0,1.0,3.0,74,72,26,14,26.0,5.0,,,2.0,7.0,18.0,31.0,123.0,4.0,6.0,5.0,6.0,,73,73,27,20,6.0,1.0,,,3.0,4.0,15.0,18.0,123.0,6.0,3.0,7.0,7.0,
103,Ivan Dodig,Rafael Nadal,1,0,0.0,3.0,52,28,48,18,6.0,1.0,,,0.0,2.0,13.0,27.0,63.0,4.0,3.0,3.0,,,65,41,35,20,3.0,2.0,,,4.0,7.0,14.0,17.0,90.0,6.0,6.0,6.0,,
104,Novak Djokovic,Joao Sousa,1,1,3.0,0.0,68,30,32,12,3.0,2.0,,,8.0,13.0,22.0,30.0,94.0,6.0,6.0,6.0,,,59,30,41,10,2.0,3.0,,,1.0,2.0,10.0,21.0,54.0,0.0,2.0,2.0,,
105,Tim Smyczek,Marcel Granollers,1,0,2.0,3.0,61,63,39,26,10.0,3.0,,,7.0,16.0,39.0,55.0,146.0,4.0,6.0,6.0,3.0,5.0,59,66,41,28,10.0,3.0,,,6.0,12.0,25.0,43.0,147.0,6.0,4.0,0.0,6.0,7.0
106,Tommy Haas,Mikhail Youzhny,1,0,1.0,3.0,50,37,50,22,5.0,1.0,,,4.0,9.0,25.0,41.0,95.0,3.0,2.0,6.0,3.0,,57,43,43,21,9.0,6.0,,,7.0,12.0,12.0,21.0,109.0,6.0,6.0,2.0,6.0,
107,Evgeny Donskoy,Lleyton Hewitt,1,0,1.0,3.0,58,55,42,17,13.0,2.0,,,1.0,7.0,6.0,14.0,111.0,3.0,6.0,6.0,1.0,,52,49,48,37,11.0,2.0,,,4.0,7.0,24.0,31.0,128.0,6.0,7.0,3.0,6.0,
108,Andy Murray,Florian Mayer,1,1,3.0,0.0,51,37,49,25,7.0,2.0,,,4.0,10.0,8.0,12.0,99.0,7.0,6.0,6.0,,,62,40,38,15,0.0,2.0,,,0.0,2.0,21.0,39.0,74.0,6.0,2.0,2.0,,
109,Andreas Seppi,Denis Istomin,1,0,2.0,3.0,61,55,39,23,10.0,5.0,,,5.0,19.0,14.0,24.0,134.0,3.0,4.0,6.0,6.0,1.0,65,65,35,23,24.0,6.0,,,6.0,8.0,17.0,27.0,138.0,6.0,6.0,2.0,3.0,6.0
110,Stanislas Wawrinka,Marcos Baghdatis,1,1,3.0,1.0,52,55,48,37,11.0,5.0,,,5.0,15.0,25.0,30.0,151.0,6.0,6.0,6.0,7.0,,47,50,53,43,16.0,8.0,,,2.0,9.0,25.0,37.0,132.0,3.0,2.0,7.0,6.0,
111,Julien Benneteau,Tomas Berdych,1,0,0.0,3.0,52,25,48,12,5.0,6.0,,,0.0,3.0,13.0,20.0,63.0,0.0,3.0,2.0,,,58,39,42,14,11.0,1.0,,,6.0,14.0,13.0,17.0,93.0,6.0,6.0,6.0,,
112,Richard Gasquet,Milos Raonic,1,1,3.0,2.0,59,81,41,45,6.0,9.0,,,5.0,21.0,31.0,44.0,195.0,6.0,7.0,2.0,7.0,7.0,56,83,44,46,39.0,11.0,,,6.0,22.0,47.0,69.0,207.0,7.0,6.0,6.0,6.0,5.0
113,Janko Tipsarevic,David Ferrer,1,0,1.0,3.0,59,68,41,34,8.0,5.0,,,5.0,14.0,29.0,48.0,153.0,6.0,6.0,5.0,6.0,,65,68,35,23,13.0,4.0,,,5.0,16.0,33.0,42.0,164.0,7.0,3.0,7.0,7.0,
114,Roger Federer,Tommy Robredo,1,0,0.0,3.0,60,38,40,16,5.0,0.0,,,2.0,16.0,32.0,52.0,101.0,6.0,3.0,4.0,,,70,61,30,17,6.0,4.0,,,4.0,7.0,11.0,17.0,110.0,7.0,6.0,6.0,,
115,Philipp Kohlschreiber,Rafael Nadal,1,0,1.0,3.0,63,58,37,26,12.0,1.0,,,0.0,1.0,22.0,34.0,112.0,7.0,4.0,3.0,1.0,,66,54,34,26,3.0,0.0,,,5.0,21.0,23.0,31.0,136.0,6.0,6.0,6.0,6.0,
116,Mikhail Youzhny,Lleyton Hewitt,1,1,3.0,2.0,59,55,41,29,9.0,6.0,,,10.0,14.0,26.0,37.0,145.0,6.0,3.0,6.0,6.0,7.0,52,48,48,37,8.0,9.0,,,8.0,12.0,39.0,67.0,146.0,3.0,6.0,7.0,4.0,5.0
117,Andy Murray,Denis Istomin,1,1,3.0,1.0,63,58,37,23,5.0,5.0,,,6.0,15.0,32.0,38.0,129.0,6.0,6.0,6.0,6.0,,69,55,31,20,4.0,2.0,,,2.0,4.0,19.0,37.0,114.0,7.0,1.0,4.0,4.0,
118,Stanislas Wawrinka,Tomas Berdych,1,1,3.0,1.0,58,55,42,27,14.0,6.0,,,6.0,11.0,11.0,15.0,127.0,3.0,6.0,7.0,6.0,,58,51,42,19,3.0,3.0,,,3.0,6.0,29.0,42.0,110.0,6.0,1.0,6.0,2.0,
119,Richard Gasquet,David Ferrer,1,1,3.0,2.0,59,57,41,31,6.0,3.0,,,6.0,14.0,30.0,45.0,142.0,6.0,6.0,4.0,2.0,6.0,63,53,37,29,5.0,3.0,,,4.0,15.0,38.0,53.0,137.0,3.0,1.0,6.0,6.0,3.0
120,Tommy Robredo,Rafael Nadal,1,0,0.0,3.0,52,20,48,9,3.0,4.0,,,0.0,0.0,7.0,15.0,43.0,0.0,2.0,2.0,,,61,31,39,14,2.0,0.0,,,7.0,10.0,15.0,16.0,82.0,6.0,6.0,6.0,,
121,Novak Djokovic,Mikhail Youzhny,1,1,3.0,1.0,68,49,32,19,5.0,1.0,,,7.0,12.0,27.0,39.0,115.0,6.0,6.0,3.0,6.0,,56,29,44,23,2.0,4.0,,,2.0,10.0,10.0,21.0,87.0,3.0,2.0,6.0,0.0,
122,Andy Murray,Stanislas Wawrinka,1,0,0.0,3.0,63,37,37,22,5.0,4.0,,,0.0,0.0,10.0,22.0,78.0,4.0,3.0,2.0,,,55,37,45,20,4.0,4.0,,,4.0,11.0,31.0,42.0,107.0,6.0,6.0,6.0,,
123,Novak Djokovic,Stanislas Wawrinka,1,1,3.0,2.0,67,64,33,25,9.0,6.0,,,4.0,19.0,29.0,40.0,165.0,2.0,7.0,3.0,6.0,6.0,50,68,50,48,8.0,7.0,,,5.0,9.0,26.0,41.0,165.0,6.0,6.0,6.0,3.0,4.0
124,Richard Gasquet,Rafael Nadal,1,0,0.0,3.0,64,41,36,15,6.0,4.0,,,1.0,6.0,24.0,35.0,84.0,4.0,6.0,2.0,,,71,51,29,16,3.0,1.0,,,4.0,4.0,22.0,28.0,102.0,6.0,7.0,6.0,,
125,Novak Djokovic,Rafael Nadal,1,0,1.0,3.0,68,40,32,16,6.0,2.0,,,3.0,11.0,22.0,36.0,102.0,2.0,6.0,4.0,1.0,,64,51,36,24,1.0,1.0,,,7.0,12.0,17.0,23.0,121.0,6.0,3.0,6.0,6.0,
0,S Williams,V Azarenka,7,1,2.0,1.0,57,44,43,20,9.0,5.0,36.0,35.0,12.0,7.0,13.0,4.0,,7.0,6.0,6.0,,,57,31,43,23,2.0,7.0,17.0,27.0,8.0,4.0,15.0,10.0,,5.0,7.0,1.0,,
1,F Pennetta,V Azarenka,6,0,0.0,2.0,44,12,56,7,1.0,3.0,19.0,23.0,6.0,5.0,20.0,12.0,,4.0,2.0,,,,56,21,44,10,0.0,6.0,15.0,25.0,13.0,8.0,30.0,20.0,,6.0,6.0,,,
2,S Williams,N Li,6,1,2.0,0.0,63,26,37,9,4.0,1.0,19.0,20.0,11.0,5.0,11.0,6.0,,6.0,6.0,,,,63,20,37,10,0.0,4.0,8.0,24.0,4.0,1.0,19.0,13.0,,0.0,3.0,,,
3,R Vinci,F Pennetta,5,0,0.0,2.0,60,21,40,7,0.0,3.0,14.0,28.0,5.0,2.0,34.0,18.0,,4.0,1.0,,,,63,23,37,8,3.0,3.0,23.0,17.0,12.0,6.0,14.0,7.0,,6.0,6.0,,,
4,D Hantuchova,V Azarenka,5,0,0.0,2.0,58,14,42,5,3.0,3.0,19.0,18.0,4.0,3.0,10.0,5.0,,2.0,3.0,,,,60,20,40,9,1.0,4.0,17.0,15.0,11.0,7.0,13.0,12.0,,6.0,6.0,,,
5,E Makarova,N Li,5,0,1.0,2.0,60,40,40,18,1.0,4.0,15.0,33.0,6.0,4.0,12.0,7.0,,4.0,7.0,2.0,,,68,43,32,14,5.0,8.0,44.0,42.0,14.0,7.0,23.0,17.0,,6.0,6.0,6.0,,
6,A Ivanovic,V Azarenka,4,0,1.0,2.0,55,26,45,18,3.0,8.0,41.0,42.0,13.0,7.0,20.0,8.0,,6.0,3.0,4.0,,,73,40,27,7,3.0,9.0,21.0,30.0,19.0,9.0,24.0,16.0,,4.0,6.0,6.0,,
7,A Riske,D Hantuchova,4,0,1.0,2.0,69,37,31,14,3.0,1.0,17.0,20.0,2.0,2.0,24.0,12.0,,3.0,7.0,2.0,,,60,38,40,19,15.0,2.0,46.0,22.0,7.0,4.0,16.0,12.0,,6.0,5.0,6.0,,
8,S Halep,F Pennetta,4,0,0.0,2.0,75,22,25,8,1.0,1.0,18.0,32.0,10.0,3.0,15.0,10.0,,2.0,6.0,,,,45,23,55,16,2.0,3.0,22.0,23.0,6.0,5.0,22.0,16.0,,6.0,7.0,,,
9,C Giorgi,R Vinci,4,0,0.0,2.0,54,18,46,11,2.0,7.0,20.0,35.0,1.0,1.0,16.0,7.0,,4.0,2.0,,,,54,19,46,15,6.0,0.0,12.0,9.0,8.0,4.0,5.0,4.0,,6.0,6.0,,,
10,S Williams,S Stephens,4,1,2.0,0.0,62,26,38,11,6.0,4.0,22.0,13.0,10.0,4.0,13.0,9.0,,6.0,6.0,,,,66,28,34,8,0.0,4.0,15.0,29.0,2.0,1.0,12.0,6.0,,4.0,1.0,,,
11,J Jankovic,N Li,4,0,0.0,2.0,66,8,34,3,0.0,4.0,7.0,22.0,3.0,2.0,6.0,3.0,,3.0,0.0,,,,58,17,42,8,3.0,2.0,20.0,12.0,7.0,7.0,12.0,10.0,,6.0,6.0,,,
12,C Suarez Navarro,A Kerber,4,1,2.0,1.0,78,54,22,9,2.0,1.0,45.0,47.0,19.0,7.0,21.0,14.0,,4.0,6.0,7.0,,,68,47,32,12,4.0,6.0,30.0,50.0,15.0,7.0,19.0,12.0,,6.0,3.0,6.0,,
13,A Ivanovic,C McHale,3,1,2.0,1.0,60,41,40,18,7.0,5.0,45.0,51.0,11.0,6.0,32.0,18.0,,4.0,7.0,6.0,,,64,39,36,14,2.0,3.0,22.0,28.0,10.0,5.0,9.0,7.0,,6.0,5.0,4.0,,
14,C Wozniack,C Giorgi,3,0,1.0,2.0,62,34,38,21,2.0,2.0,13.0,27.0,11.0,2.0,10.0,7.0,,6.0,4.0,3.0,,,63,47,37,22,3.0,4.0,46.0,45.0,9.0,3.0,34.0,27.0,,4.0,6.0,6.0,,
15,M Kirilenko,S Halep,3,0,0.0,2.0,54,9,46,5,1.0,5.0,3.0,24.0,1.0,0.0,8.0,3.0,,1.0,0.0,,,,81,23,19,3,3.0,1.0,13.0,8.0,7.0,6.0,5.0,4.0,,6.0,6.0,,,
16,A Cornet,V Azarenka,3,0,1.0,2.0,56,44,44,21,9.0,10.0,30.0,44.0,6.0,1.0,18.0,13.0,,7.0,3.0,2.0,,,68,48,32,17,2.0,6.0,24.0,38.0,18.0,4.0,30.0,19.0,,6.0,6.0,6.0,,
17,K Knapp,R Vinci,3,0,0.0,2.0,58,22,42,8,3.0,6.0,17.0,35.0,5.0,3.0,17.0,9.0,,4.0,3.0,,,,51,25,49,16,0.0,0.0,14.0,23.0,16.0,5.0,17.0,12.0,,6.0,6.0,,,
18,P Kvitova,A Riske,3,0,0.0,2.0,52,18,48,10,4.0,7.0,20.0,27.0,0.0,0.0,13.0,8.0,,3.0,0.0,,,,70,22,30,6,1.0,2.0,12.0,7.0,9.0,5.0,3.0,3.0,,6.0,6.0,,,
19,S Kuznetsova,F Pennetta,3,0,0.0,2.0,55,21,45,10,4.0,3.0,24.0,35.0,8.0,1.0,24.0,16.0,,5.0,1.0,,,,51,26,49,17,0.0,1.0,16.0,13.0,8.0,5.0,14.0,9.0,,7.0,6.0,,,
20,J Glushko,D Hantuchova,3,0,1.0,2.0,73,43,27,10,1.0,3.0,27.0,32.0,17.0,8.0,20.0,12.0,,6.0,5.0,6.0,,,61,41,39,21,1.0,4.0,32.0,58.0,11.0,7.0,35.0,27.0,,3.0,7.0,7.0,,
21,L Robson,N Li,3,0,0.0,2.0,52,16,48,16,0.0,5.0,7.0,30.0,2.0,1.0,5.0,3.0,,2.0,5.0,,,,65,29,35,10,11.0,6.0,23.0,21.0,7.0,4.0,9.0,9.0,,6.0,7.0,,,
22,J Hampton,S Stephens,3,0,0.0,2.0,55,14,45,6,0.0,1.0,12.0,34.0,7.0,2.0,17.0,11.0,,1.0,3.0,,,,70,25,30,8,2.0,2.0,12.0,15.0,9.0,6.0,8.0,5.0,,6.0,6.0,,,
23,S Williams,Y Shvedova,3,1,2.0,0.0,66,28,44,7,6.0,1.0,22.0,16.0,8.0,4.0,13.0,10.0,,6.0,6.0,,,,59,14,41,12,0.0,3.0,3.0,21.0,1.0,0.0,13.0,4.0,,3.0,1.0,,,
24,A.Radwanska,A Pavlyuchenkova,3,1,2.0,0.0,75,42,25,12,1.0,1.0,13.0,15.0,5.0,3.0,14.0,7.0,,6.0,7.0,,,,53,30,47,13,4.0,3.0,32.0,41.0,10.0,2.0,29.0,19.0,,4.0,6.0,,,
25,E Makarova,S Lisicki,3,1,2.0,0.0,61,36,39,15,6.0,3.0,24.0,20.0,8.0,3.0,15.0,11.0,,6.0,7.0,,,,56,28,44,12,7.0,3.0,25.0,30.0,6.0,1.0,11.0,9.0,,4.0,5.0,,,
26,J Zheng,C Suarez Navarro,3,0,0.0,2.0,75,27,25,6,0.0,4.0,13.0,33.0,3.0,2.0,13.0,8.0,,2.0,4.0,,,,79,30,21,5,0.0,2.0,13.0,23.0,11.0,5.0,9.0,7.0,,6.0,6.0,,,
27,J Jankovic,K Nara,3,1,2.0,0.0,52,31,48,12,3.0,5.0,20.0,23.0,9.0,6.0,28.0,14.0,,6.0,7.0,,,,81,30,19,5,0.0,2.0,28.0,27.0,7.0,5.0,26.0,19.0,,4.0,6.0,,,
